t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
83.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
84.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
85.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
86.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
87.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
88.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
89.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
90.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
91.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
92.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
93.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
94.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
95.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
96.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
97.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
98.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
99.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
100.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
