t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d0_planratio,d0_clipn,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d1_planratio,d1_clipn,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d2_planratio,d2_clipn,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d3_planratio,d3_clipn,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d4_planratio,d4_clipn,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
22.0,0.345,-0.089,-4.951,0.049,0.036,2,14,0,0.165,0,0,0.038,0.2355,0,0.318,2.976,-3.862,1.138,0.043,2,14,0,0.194,0,0,0.035,0.9411,0,0.204,-3.240,-4.692,0.308,0.028,2,14,0,0.198,0,0,0.034,0.9348,0,2.702,0.298,-3.955,1.045,0.024,2,14,0,0.158,0,0,0.008,0.9467,0,-3.215,0.284,-4.239,0.761,0.032,2,14,0,0.211,0,0,0.042,0.9461,0,2.588,0.421,0,0,0.211,0.000,0.000,0.000,0.000
23.0,0.385,-0.108,-4.955,0.045,0.049,2,14,0,0.198,0,0,0.070,0.2355,0,0.311,3.019,-3.855,1.145,0.074,2,14,0,0.187,0,0,0.043,0.9411,0,0.269,-3.214,-4.739,0.261,0.016,2,14,0,0.161,0,0,0.035,0.9348,0,2.713,0.318,-3.968,1.032,0.052,2,14,0,0.194,0,0,0.023,0.9467,0,-3.194,0.207,-4.266,0.734,0.022,2,14,0,0.189,0,0,0.037,0.9461,0,2.564,0.428,0,0,0.198,0.000,0.000,0.000,0.000
24.0,0.334,-0.083,-5.011,-0.011,0.022,2,14,0,0.163,0,0,0.034,0.2355,0,0.344,3.027,-3.823,1.177,0.035,2,14,0,0.185,0,0,0.030,0.9411,0,0.253,-3.195,-4.724,0.276,0.033,2,14,0,0.235,0,0,0.036,0.9348,0,2.667,0.341,-4.020,0.980,0.033,2,14,0,0.156,0,0,0.047,0.9467,0,-3.229,0.215,-4.234,0.766,0.049,2,14,0,0.160,0,0,0.042,0.9461,0,2.570,0.476,0,0,0.235,0.000,0.000,0.000,0.000
25.0,0.315,-0.070,-5.017,-0.017,0.053,2,14,0,0.166,0,0,0.041,0.2355,0,0.362,2.963,-3.856,1.144,0.030,2,14,0,0.189,0,0,0.038,0.9411,0,0.252,-3.250,-4.757,0.243,0.031,2,14,0,0.199,0,0,0.030,0.9348,0,2.706,0.306,-3.976,1.024,0.056,2,14,0,0.191,0,0,0.012,0.9467,0,-3.200,0.226,-4.294,0.706,0.023,2,14,0,0.189,0,0,0.018,0.9461,0,2.635,0.425,0,0,0.199,0.000,0.000,0.000,0.000
26.0,0.261,-0.115,-5.004,-0.004,0.088,2,14,0,0.192,0,0,0.055,0.2355,0,0.366,2.990,-3.913,1.087,0.027,2,14,0,0.186,0,0,0.021,0.9411,0,0.178,-3.242,-4.735,0.265,0.057,2,14,0,0.215,0,0,0.059,0.9348,0,2.775,0.311,-3.934,1.066,0.089,2,14,0,0.157,0,0,0.082,0.9467,0,-3.203,0.230,-4.307,0.693,0.046,2,14,0,0.192,0,0,0.013,0.9461,0,2.766,0.384,0,0,0.215,0.000,0.000,0.000,0.000
27.0,0.334,-0.119,-4.995,0.005,0.031,2,14,0,0.243,0,0,0.021,0.2355,0,0.361,3.033,-3.877,1.123,0.063,2,14,0,0.354,0,0,0.040,0.9411,0,0.261,-3.249,-4.748,0.252,0.026,2,14,0,0.190,0,0,0.034,0.9348,0,2.654,0.322,-3.937,1.063,0.038,2,14,0,0.161,0,0,0.045,0.9467,0,-3.188,0.235,-4.266,0.734,0.035,2,14,0,0.197,0,0,0.014,0.9461,0,2.588,0.473,0,0,0.354,0.000,0.000,0.000,0.000
28.0,0.320,-0.118,-4.993,0.007,0.014,2,14,0,0.168,0,0,0.009,0.2355,0,0.396,2.991,-3.794,1.206,0.022,2,14,0,0.157,0,0,0.050,0.9411,0,0.214,-3.237,-4.680,0.320,0.052,2,14,0,0.201,0,0,0.024,0.9348,0,2.670,0.304,-3.988,1.012,0.060,2,14,0,0.192,0,0,0.025,0.9467,0,-3.199,0.243,-4.260,0.740,0.028,2,14,0,0.191,0,0,0.003,0.9461,0,2.590,0.449,0,0,0.201,0.000,0.000,0.000,0.000
29.0,0.299,-0.104,-4.970,0.030,0.023,2,14,0,0.166,0,0,0.017,0.2355,0,0.401,3.023,-3.839,1.161,0.047,2,14,0,0.191,0,0,0.062,0.9411,0,0.237,-3.212,-4.711,0.289,0.017,2,14,0,0.192,0,0,0.014,0.9348,0,2.685,0.327,-4.004,0.996,0.020,2,14,0,0.160,0,0,0.027,0.9467,0,-3.200,0.236,-4.227,0.773,0.006,2,14,0,0.163,0,0,0.007,0.9461,0,2.610,0.454,0,0,0.192,0.000,0.000,0.000,0.000
30.0,0.377,-0.083,-5.026,-0.026,0.068,2,14,0,0.198,0,0,0.070,0.2355,0,0.366,2.976,-3.877,1.123,0.050,2,14,0,0.191,0,0,0.030,0.9411,0,0.180,-3.178,-4.749,0.251,0.074,2,14,0,0.198,0,0,0.072,0.9348,0,2.706,0.299,-3.952,1.048,0.011,2,14,0,0.186,0,0,0.012,0.9467,0,-3.161,0.290,-4.283,0.717,0.037,2,14,0,0.229,0,0,0.060,0.9461,0,2.593,0.419,0,0,0.229,0.000,0.000,0.000,0.000
31.0,0.270,-0.107,-5.045,-0.045,0.048,2,14,0,0.164,0,0,0.044,0.2355,0,0.325,2.994,-3.876,1.124,0.004,2,14,0,0.162,0,0,0.019,0.9411,0,0.236,-3.254,-4.698,0.302,0.014,2,14,0,0.240,0,0,0.028,0.9348,0,2.657,0.286,-3.955,1.045,0.032,2,14,0,0.158,0,0,0.039,0.9467,0,-3.214,0.258,-4.264,0.736,0.038,2,14,0,0.168,0,0,0.020,0.9461,0,2.653,0.446,0,0,0.240,0.000,0.000,0.000,0.000
32.0,0.325,-0.138,-5.056,-0.056,0.031,2,14,0,0.170,0,0,0.029,0.2355,0,0.312,3.043,-3.855,1.145,0.077,2,14,0,0.227,0,0,0.058,0.9411,0,0.225,-3.265,-4.748,0.252,0.023,2,14,0,0.193,0,0,0.041,0.9348,0,2.663,0.299,-3.984,1.016,0.035,2,14,0,0.187,0,0,0.031,0.9467,0,-3.215,0.233,-4.272,0.728,0.060,2,14,0,0.230,0,0,0.020,0.9461,0,2.609,0.450,0,0,0.230,0.000,0.000,0.000,0.000
33.0,0.272,-0.095,-5.003,-0.003,0.029,2,14,0,0.192,0,0,0.044,0.2355,0,0.315,2.960,-3.875,1.125,0.048,2,14,0,0.158,0,0,0.047,0.9411,0,0.251,-3.230,-4.721,0.279,0.023,2,14,0,0.194,0,0,0.016,0.9348,0,2.680,0.301,-4.033,0.967,0.006,2,14,0,0.188,0,0,0.014,0.9467,0,-3.197,0.245,-4.232,0.768,0.025,2,14,0,0.229,0,0,0.003,0.9461,0,2.627,0.439,0,0,0.229,0.000,0.000,0.000,0.000
34.0,0.324,-0.143,-5.049,-0.049,0.034,2,14,0,0.196,0,0,0.033,0.2355,0,0.331,2.976,-3.829,1.171,0.019,2,14,0,0.190,0,0,0.025,0.9411,0,0.223,-3.215,-4.715,0.285,0.040,2,14,0,0.200,0,0,0.017,0.9348,0,2.733,0.305,-4.067,0.933,0.060,2,14,0,0.192,0,0,0.040,0.9467,0,-3.207,0.250,-4.237,0.763,0.005,2,14,0,0.168,0,0,0.009,0.9461,0,2.639,0.405,0,0,0.200,0.000,0.000,0.000,0.000
35.0,0.310,-0.121,-4.997,0.003,0.076,2,14,0,0.190,0,0,0.012,0.2355,0,0.318,3.010,-3.788,1.212,0.014,2,14,0,0.190,0,0,0.029,0.9411,0,0.265,-3.229,-4.695,0.305,0.055,2,14,0,0.195,0,0,0.030,0.9348,0,2.674,0.306,-3.963,1.037,0.026,2,14,0,0.158,0,0,0.020,0.9467,0,-3.245,0.261,-4.295,0.705,0.032,2,14,0,0.156,0,0,0.048,0.9461,0,2.616,0.447,0,0,0.195,0.000,0.000,0.000,0.000
