t_wall,drone,x,y,z,vx,vy,vz,vcmd_x,vcmd_y,vcmd_z,cmd_is_pos,cmd_age_s
1783579717.9768,0,-18.6122,11.7619,-5.0266,-0.4964,-1.2224,0.0237,-0.4463,-1.4126,0.0269,0,0.0146
1783579717.9769,3,-18.6987,25.6021,-4.2031,-0.5454,-2.4312,-0.0244,-0.4833,-2.6274,-0.0031,0,0.0052
1783579717.9812,1,-18.5804,19.8351,-4.0776,-0.5302,-3.0203,0.0646,-0.4994,-2.9581,0.0571,0,0.0052
1783579717.9812,2,-18.0936,17.4279,-3.8379,-0.7296,-2.6220,-0.0459,-0.7872,-2.8112,-0.0369,0,0.0163
1783579717.9813,4,-18.3869,25.5258,-3.8679,-0.5055,-2.1828,0.0365,-0.5144,-2.3716,0.0543,0,0.0160
1783579717.9849,0,-18.6160,11.7525,-5.0262,-0.4955,-1.2257,0.0240,-0.4436,-1.4224,0.0266,0,0.0039
1783579717.9852,3,-18.7037,25.5828,-4.2044,-0.5447,-2.4351,-0.0241,-0.4833,-2.6274,-0.0031,0,0.0135
1783579717.9889,4,-18.3910,25.5082,-3.8691,-0.5055,-2.1865,0.0371,-0.5136,-2.3828,0.0580,0,0.0037
1783579717.9892,1,-18.5853,19.8107,-4.0782,-0.5298,-3.0215,0.0643,-0.4994,-2.9581,0.0571,0,0.0132
1783579717.9892,2,-18.0999,17.4069,-3.8380,-0.7306,-2.6256,-0.0459,-0.7867,-2.8220,-0.0368,0,0.0042
1783579717.9928,0,-18.6199,11.7431,-5.0259,-0.4945,-1.2289,0.0243,-0.4436,-1.4224,0.0266,0,0.0118
1783579717.9929,3,-18.7086,25.5635,-4.2056,-0.5439,-2.4389,-0.0238,-0.4820,-2.6351,-0.0006,0,0.0009
1783579717.9968,1,-18.5902,19.7864,-4.0787,-0.5294,-3.0226,0.0639,-0.4987,-2.9583,0.0583,0,0.0012
1783579717.9969,4,-18.3951,25.4906,-3.8702,-0.5054,-2.1902,0.0378,-0.5136,-2.3828,0.0580,0,0.0117
1783579717.9970,2,-18.1061,17.3859,-3.8381,-0.7316,-2.6292,-0.0460,-0.7867,-2.8220,-0.0368,0,0.0120
1783579718.0008,0,-18.6238,11.7336,-5.0255,-0.4935,-1.2322,0.0247,-0.4436,-1.4224,0.0266,0,0.0198
1783579718.0009,3,-18.7136,25.5441,-4.2068,-0.5431,-2.4427,-0.0235,-0.4820,-2.6351,-0.0006,0,0.0090
1783579718.0048,4,-18.3992,25.4730,-3.8712,-0.5053,-2.1939,0.0385,-0.5136,-2.3828,0.0580,0,0.0196
1783579718.0049,1,-18.5951,19.7621,-4.0793,-0.5290,-3.0237,0.0637,-0.4987,-2.9583,0.0583,0,0.0093
1783579718.0051,2,-18.1123,17.3648,-3.8382,-0.7326,-2.6328,-0.0461,-0.7872,-2.8292,-0.0366,0,0.0001
1783579718.0089,0,-18.6276,11.7241,-5.0251,-0.4925,-1.2355,0.0250,-0.4428,-1.4289,0.0259,0,0.0074
1783579718.0090,3,-18.7185,25.5247,-4.2080,-0.5423,-2.4465,-0.0231,-0.4820,-2.6351,-0.0006,0,0.0170
1783579718.0128,1,-18.6000,19.7377,-4.0798,-0.5286,-3.0248,0.0634,-0.4987,-2.9583,0.0583,0,0.0171
1783579718.0129,2,-18.1185,17.3437,-3.8383,-0.7335,-2.6364,-0.0462,-0.7872,-2.8292,-0.0366,0,0.0079
1783579718.0130,4,-18.4033,25.4553,-3.8722,-0.5052,-2.1976,0.0393,-0.5137,-2.3902,0.0603,0,0.0080
1783579718.0167,0,-18.6314,11.7145,-5.0248,-0.4916,-1.2387,0.0253,-0.4428,-1.4289,0.0259,0,0.0152
1783579718.0172,3,-18.7234,25.5053,-4.2091,-0.5415,-2.4503,-0.0227,-0.4785,-2.6465,0.0031,0,0.0050
1783579718.0214,1,-18.6048,19.7134,-4.0802,-0.5282,-3.0259,0.0633,-0.4964,-2.9586,0.0599,0,0.0053
1783579718.0215,0,-18.6353,11.7049,-5.0244,-0.4906,-1.2420,0.0256,-0.4402,-1.4387,0.0248,0,0.0003
1783579718.0215,4,-18.4074,25.4377,-3.8732,-0.5051,-2.2013,0.0401,-0.5137,-2.3902,0.0603,0,0.0166
1783579718.0219,2,-18.1243,17.3223,-3.8380,-0.7343,-2.6401,-0.0462,-0.7872,-2.8292,-0.0366,0,0.0169
1783579718.0248,3,-18.7282,25.4859,-4.2102,-0.5407,-2.4541,-0.0222,-0.4785,-2.6465,0.0031,0,0.0126
1783579718.0290,1,-18.6096,19.6890,-4.0806,-0.5278,-3.0269,0.0632,-0.4964,-2.9586,0.0599,0,0.0130
1783579718.0291,2,-18.1301,17.3009,-3.8377,-0.7351,-2.6437,-0.0462,-0.7866,-2.8401,-0.0367,0,0.0038
1783579718.0292,4,-18.4115,25.4200,-3.8742,-0.5050,-2.2049,0.0409,-0.5128,-2.4013,0.0633,0,0.0033
1783579718.0328,0,-18.6391,11.6953,-5.0240,-0.4896,-1.2452,0.0258,-0.4402,-1.4387,0.0248,0,0.0115
1783579718.0328,3,-18.7331,25.4664,-4.2113,-0.5399,-2.4578,-0.0216,-0.4773,-2.6541,0.0053,0,0.0007
1783579718.0368,2,-18.1359,17.2795,-3.8375,-0.7359,-2.6474,-0.0463,-0.7866,-2.8401,-0.0367,0,0.0115
1783579718.0369,1,-18.6144,19.6647,-4.0810,-0.5274,-3.0279,0.0632,-0.4957,-2.9588,0.0607,0,0.0009
1783579718.0369,4,-18.4155,25.4022,-3.8751,-0.5049,-2.2086,0.0418,-0.5128,-2.4013,0.0633,0,0.0111
1783579718.0408,0,-18.6429,11.6856,-5.0237,-0.4887,-1.2485,0.0260,-0.4402,-1.4387,0.0248,0,0.0196
1783579718.0409,3,-18.7379,25.4468,-4.2124,-0.5391,-2.4616,-0.0211,-0.4773,-2.6541,0.0053,0,0.0088
1783579718.0450,2,-18.1417,17.2581,-3.8373,-0.7366,-2.6510,-0.0463,-0.7866,-2.8401,-0.0367,0,0.0197
1783579718.0451,1,-18.6192,19.6403,-4.0814,-0.5270,-3.0289,0.0632,-0.4957,-2.9588,0.0607,0,0.0091
1783579718.0452,4,-18.4196,25.3844,-3.8759,-0.5048,-2.2122,0.0428,-0.5129,-2.4086,0.0651,0,0.0000
1783579718.0489,0,-18.6467,11.6759,-5.0233,-0.4877,-1.2518,0.0262,-0.4393,-1.4453,0.0237,0,0.0064
1783579718.0490,3,-18.7427,25.4273,-4.2134,-0.5383,-2.4654,-0.0204,-0.4773,-2.6541,0.0053,0,0.0169
1783579718.0528,2,-18.1475,17.2366,-3.8371,-0.7374,-2.6547,-0.0463,-0.7870,-2.8474,-0.0374,0,0.0068
1783579718.0529,1,-18.6240,19.6159,-4.0818,-0.5266,-3.0298,0.0633,-0.4957,-2.9588,0.0607,0,0.0169
1783579718.0529,4,-18.4237,25.3666,-3.8767,-0.5046,-2.2159,0.0438,-0.5129,-2.4086,0.0651,0,0.0078
1783579718.0568,0,-18.6505,11.6662,-5.0230,-0.4868,-1.2551,0.0264,-0.4393,-1.4453,0.0237,0,0.0143
1783579718.0569,3,-18.7475,25.4077,-4.2144,-0.5374,-2.4692,-0.0197,-0.4739,-2.6654,0.0084,0,0.0050
1783579718.0616,4,-18.4280,25.3488,-3.8770,-0.5046,-2.2196,0.0450,-0.5129,-2.4086,0.0651,0,0.0164
1783579718.0617,1,-18.6290,19.5916,-4.0820,-0.5262,-3.0306,0.0634,-0.4935,-2.9591,0.0619,0,0.0059
1783579718.0617,2,-18.1533,17.2151,-3.8369,-0.7381,-2.6584,-0.0463,-0.7870,-2.8474,-0.0374,0,0.0157
1783579718.0656,0,-18.6543,11.6564,-5.0226,-0.4858,-1.2583,0.0265,-0.4368,-1.4551,0.0230,0,0.0044
1783579718.0657,3,-18.7522,25.3880,-4.2153,-0.5366,-2.4729,-0.0190,-0.4739,-2.6654,0.0084,0,0.0139
1783579718.0697,4,-18.4324,25.3310,-3.8773,-0.5046,-2.2232,0.0462,-0.5120,-2.4196,0.0671,0,0.0048
1783579718.0700,1,-18.6340,19.5674,-4.0822,-0.5258,-3.0314,0.0636,-0.4935,-2.9591,0.0619,0,0.0142
1783579718.0700,2,-18.1591,17.1936,-3.8368,-0.7389,-2.6620,-0.0463,-0.7863,-2.8584,-0.0378,0,0.0049
1783579718.0736,0,-18.6581,11.6466,-5.0223,-0.4849,-1.2616,0.0265,-0.4368,-1.4551,0.0230,0,0.0123
1783579718.0737,3,-18.7570,25.3684,-4.2162,-0.5358,-2.4767,-0.0182,-0.4726,-2.6729,0.0104,0,0.0018
1783579718.0776,1,-18.6390,19.5431,-4.0824,-0.5254,-3.0321,0.0639,-0.4927,-2.9593,0.0623,0,0.0015
1783579718.0777,2,-18.1649,17.1721,-3.8366,-0.7396,-2.6657,-0.0464,-0.7863,-2.8584,-0.0378,0,0.0125
1783579718.0777,4,-18.4367,25.3131,-3.8776,-0.5045,-2.2269,0.0475,-0.5120,-2.4196,0.0671,0,0.0128
1783579718.0815,0,-18.6618,11.6368,-5.0219,-0.4839,-1.2649,0.0265,-0.4360,-1.4616,0.0223,0,0.0001
1783579718.0816,3,-18.7617,25.3487,-4.2171,-0.5349,-2.4804,-0.0174,-0.4726,-2.6729,0.0104,0,0.0097
1783579718.0854,1,-18.6439,19.5188,-4.0826,-0.5249,-3.0329,0.0641,-0.4927,-2.9593,0.0623,0,0.0094
1783579718.0855,2,-18.1707,17.1505,-3.8365,-0.7403,-2.6694,-0.0464,-0.7866,-2.8657,-0.0381,0,0.0002
1783579718.0855,4,-18.4410,25.2952,-3.8778,-0.5045,-2.2305,0.0487,-0.5120,-2.4269,0.0677,0,0.0002
1783579718.0896,0,-18.6656,11.6269,-5.0216,-0.4830,-1.2682,0.0265,-0.4360,-1.4616,0.0223,0,0.0082
1783579718.0896,3,-18.7664,25.3289,-4.2180,-0.5341,-2.4842,-0.0166,-0.4726,-2.6729,0.0104,0,0.0178
1783579718.0933,4,-18.4453,25.2773,-3.8780,-0.5045,-2.2341,0.0500,-0.5120,-2.4269,0.0677,0,0.0080
1783579718.0934,1,-18.6489,19.4945,-4.0827,-0.5245,-3.0336,0.0644,-0.4927,-2.9593,0.0623,0,0.0174
1783579718.0935,2,-18.1766,17.1289,-3.8364,-0.7410,-2.6730,-0.0464,-0.7866,-2.8657,-0.0381,0,0.0082
1783579718.0973,3,-18.7715,25.3093,-4.2177,-0.5334,-2.4878,-0.0153,-0.4692,-2.6842,0.0131,0,0.0051
1783579718.0975,0,-18.6693,11.6170,-5.0210,-0.4821,-1.2715,0.0266,-0.4360,-1.4616,0.0223,0,0.0161
1783579718.1016,1,-18.6538,19.4702,-4.0829,-0.5241,-3.0343,0.0647,-0.4902,-2.9597,0.0628,0,0.0052
1783579718.1016,2,-18.1824,17.1073,-3.8363,-0.7417,-2.6767,-0.0465,-0.7866,-2.8657,-0.0381,0,0.0164
1783579718.1017,4,-18.4496,25.2594,-3.8782,-0.5044,-2.2378,0.0512,-0.5120,-2.4269,0.0677,0,0.0164
1783579718.1055,3,-18.7765,25.2896,-4.2173,-0.5328,-2.4914,-0.0140,-0.4692,-2.6842,0.0131,0,0.0132
1783579718.1056,0,-18.6730,11.6071,-5.0205,-0.4812,-1.2748,0.0267,-0.4336,-1.4715,0.0210,0,0.0023
1783579718.1094,1,-18.6586,19.4459,-4.0830,-0.5236,-3.0350,0.0651,-0.4902,-2.9597,0.0628,0,0.0130
1783579718.1096,2,-18.1883,17.0857,-3.8363,-0.7424,-2.6804,-0.0466,-0.7857,-2.8767,-0.0384,0,0.0042
1783579718.1096,4,-18.4538,25.2414,-3.8784,-0.5043,-2.2414,0.0525,-0.5110,-2.4378,0.0683,0,0.0045
1783579718.1134,0,-18.6767,11.5971,-5.0199,-0.4803,-1.2782,0.0268,-0.4336,-1.4715,0.0210,0,0.0102
1783579718.1135,3,-18.7815,25.2699,-4.2170,-0.5321,-2.4949,-0.0126,-0.4680,-2.6914,0.0124,0,0.0017
1783579718.1174,1,-18.6635,19.4216,-4.0830,-0.5232,-3.0356,0.0654,-0.4894,-2.9598,0.0631,0,0.0016
1783579718.1175,2,-18.1941,17.0641,-3.8362,-0.7431,-2.6841,-0.0467,-0.7857,-2.8767,-0.0384,0,0.0121
1783579718.1176,4,-18.4581,25.2234,-3.8785,-0.5043,-2.2451,0.0537,-0.5110,-2.4378,0.0683,0,0.0125
1783579718.1213,3,-18.7865,25.2501,-4.2167,-0.5314,-2.4985,-0.0113,-0.4680,-2.6914,0.0124,0,0.0095
1783579718.1216,0,-18.6804,11.5871,-5.0194,-0.4794,-1.2815,0.0269,-0.4329,-1.4782,0.0199,0,0.0003
1783579718.1256,1,-18.6683,19.3973,-4.0831,-0.5227,-3.0363,0.0658,-0.4894,-2.9598,0.0631,0,0.0098
1783579718.1256,2,-18.2000,17.0424,-3.8362,-0.7437,-2.6878,-0.0468,-0.7857,-2.8767,-0.0384,0,0.0203
1783579718.1257,4,-18.4624,25.2053,-3.8786,-0.5042,-2.2487,0.0549,-0.5109,-2.4451,0.0686,0,0.0002
1783579718.1299,0,-18.6841,11.5770,-5.0189,-0.4785,-1.2848,0.0269,-0.4329,-1.4782,0.0199,0,0.0087
1783579718.1300,3,-18.7915,25.2304,-4.2163,-0.5306,-2.5021,-0.0100,-0.4680,-2.6914,0.0124,0,0.0182
1783579718.1334,1,-18.6732,19.3729,-4.0831,-0.5222,-3.0369,0.0662,-0.4894,-2.9598,0.0631,0,0.0176
1783579718.1337,2,-18.2059,17.0207,-3.8362,-0.7444,-2.6915,-0.0469,-0.7859,-2.8841,-0.0385,0,0.0076
1783579718.1338,4,-18.4667,25.1873,-3.8787,-0.5042,-2.2524,0.0560,-0.5109,-2.4451,0.0686,0,0.0083
1783579718.1375,0,-18.6878,11.5669,-5.0183,-0.4776,-1.2882,0.0269,-0.4329,-1.4782,0.0199,0,0.0162
1783579718.1378,3,-18.7964,25.2105,-4.2160,-0.5299,-2.5058,-0.0087,-0.4647,-2.7021,0.0114,0,0.0056
1783579718.1415,2,-18.2118,16.9990,-3.8362,-0.7450,-2.6952,-0.0470,-0.7859,-2.8841,-0.0385,0,0.0154
1783579718.1417,1,-18.6779,19.3486,-4.0831,-0.5218,-3.0376,0.0666,-0.4869,-2.9602,0.0632,0,0.0057
1783579718.1418,4,-18.4709,25.1692,-3.8788,-0.5041,-2.2560,0.0571,-0.5109,-2.4451,0.0686,0,0.0163
1783579718.1456,3,-18.8013,25.1907,-4.2157,-0.5292,-2.5094,-0.0074,-0.4647,-2.7021,0.0114,0,0.0134
1783579718.1458,0,-18.6915,11.5568,-5.0178,-0.4767,-1.2915,0.0268,-0.4306,-1.4882,0.0183,0,0.0024
1783579718.1496,2,-18.2173,16.9766,-3.8358,-0.7457,-2.6992,-0.0469,-0.7849,-2.8952,-0.0385,0,0.0044
1783579718.1498,1,-18.6827,19.3243,-4.0831,-0.5213,-3.0382,0.0669,-0.4869,-2.9602,0.0632,0,0.0137
1783579718.1498,4,-18.4752,25.1510,-3.8788,-0.5040,-2.2597,0.0582,-0.5099,-2.4560,0.0689,0,0.0028
1783579718.1536,0,-18.6952,11.5467,-5.0173,-0.4759,-1.2949,0.0268,-0.4306,-1.4882,0.0183,0,0.0102
1783579718.1538,3,-18.8062,25.1708,-4.2153,-0.5284,-2.5130,-0.0062,-0.4634,-2.7094,0.0107,0,0.0017
1783579718.1580,1,-18.6875,19.3000,-4.0831,-0.5208,-3.0388,0.0673,-0.4861,-2.9604,0.0632,0,0.0024
1783579718.1583,2,-18.2229,16.9543,-3.8355,-0.7464,-2.7032,-0.0469,-0.7849,-2.8952,-0.0385,0,0.0131
1783579718.1583,4,-18.4794,25.1329,-3.8789,-0.5039,-2.2633,0.0592,-0.5099,-2.4560,0.0689,0,0.0113
1783579718.1616,3,-18.8111,25.1509,-4.2150,-0.5277,-2.5166,-0.0051,-0.4634,-2.7094,0.0107,0,0.0096
1783579718.1618,0,-18.6988,11.5365,-5.0168,-0.4750,-1.2982,0.0266,-0.4299,-1.4949,0.0173,0,0.0004
1783579718.1660,1,-18.6922,19.2756,-4.0830,-0.5203,-3.0394,0.0677,-0.4861,-2.9604,0.0632,0,0.0103
1783579718.1661,2,-18.2285,16.9319,-3.8352,-0.7470,-2.7072,-0.0469,-0.7832,-2.8960,-0.0392,0,0.0003
1783579718.1662,4,-18.4837,25.1147,-3.8789,-0.5038,-2.2670,0.0601,-0.5098,-2.4633,0.0690,0,0.0014
1783579718.1696,0,-18.7025,11.5263,-5.0163,-0.4741,-1.3016,0.0265,-0.4299,-1.4949,0.0173,0,0.0083
1783579718.1699,3,-18.8159,25.1309,-4.2147,-0.5269,-2.5203,-0.0040,-0.4634,-2.7094,0.0107,0,0.0178
1783579718.1737,1,-18.6969,19.2513,-4.0830,-0.5198,-3.0400,0.0681,-0.4861,-2.9604,0.0632,0,0.0180
1783579718.1738,2,-18.2341,16.9096,-3.8350,-0.7476,-2.7112,-0.0469,-0.7832,-2.8960,-0.0392,0,0.0080
1783579718.1739,4,-18.4879,25.0965,-3.8789,-0.5038,-2.2707,0.0610,-0.5098,-2.4633,0.0690,0,0.0091
1783579718.1777,3,-18.8208,25.1109,-4.2143,-0.5261,-2.5240,-0.0031,-0.4600,-2.7203,0.0097,0,0.0056
1783579718.1779,0,-18.7062,11.5160,-5.0158,-0.4733,-1.3049,0.0263,-0.4299,-1.4949,0.0173,0,0.0166
1783579718.1816,1,-18.7016,19.2269,-4.0829,-0.5193,-3.0406,0.0684,-0.4836,-2.9608,0.0631,0,0.0059
1783579718.1817,2,-18.2398,16.8872,-3.8347,-0.7483,-2.7151,-0.0469,-0.7832,-2.8960,-0.0392,0,0.0159
1783579718.1818,4,-18.4921,25.0782,-3.8788,-0.5037,-2.2744,0.0619,-0.5098,-2.4633,0.0690,0,0.0170
1783579718.1856,0,-18.7098,11.5058,-5.0154,-0.4724,-1.3083,0.0261,-0.4277,-1.5049,0.0158,0,0.0041
1783579718.1858,3,-18.8256,25.0909,-4.2140,-0.5253,-2.5277,-0.0023,-0.4600,-2.7203,0.0097,0,0.0137
1783579718.1896,4,-18.4964,25.0599,-3.8789,-0.5036,-2.2781,0.0627,-0.5087,-2.4744,0.0689,0,0.0047
1783579718.1899,1,-18.7068,19.2024,-4.0821,-0.5190,-3.0412,0.0689,-0.4836,-2.9608,0.0631,0,0.0142
1783579718.1899,2,-18.2454,16.8648,-3.8345,-0.7489,-2.7191,-0.0469,-0.7794,-2.8970,-0.0400,0,0.0051
1783579718.1935,3,-18.8303,25.0708,-4.2136,-0.5245,-2.5314,-0.0014,-0.4587,-2.7277,0.0090,0,0.0015
1783579718.1938,0,-18.7135,11.4954,-5.0149,-0.4716,-1.3116,0.0258,-0.4277,-1.5049,0.0158,0,0.0124
1783579718.1976,1,-18.7119,19.1778,-4.0814,-0.5186,-3.0418,0.0694,-0.4828,-2.9609,0.0622,0,0.0016
1783579718.1978,2,-18.2511,16.8424,-3.8343,-0.7495,-2.7231,-0.0469,-0.7794,-2.8970,-0.0400,0,0.0129
1783579718.1978,4,-18.5007,25.0415,-3.8789,-0.5035,-2.2818,0.0634,-0.5087,-2.4744,0.0689,0,0.0129
1783579718.2020,0,-18.7172,11.4851,-5.0144,-0.4707,-1.3150,0.0256,-0.4271,-1.5116,0.0149,0,0.0001
1783579718.2021,3,-18.8351,25.0507,-4.2133,-0.5237,-2.5351,-0.0007,-0.4587,-2.7277,0.0090,0,0.0101
1783579718.2060,2,-18.2568,16.8200,-3.8341,-0.7501,-2.7270,-0.0469,-0.7776,-2.8975,-0.0404,0,0.0007
1783579718.2062,1,-18.7170,19.1533,-4.0806,-0.5183,-3.0424,0.0699,-0.4828,-2.9609,0.0622,0,0.0103
1783579718.2063,4,-18.5050,25.0230,-3.8789,-0.5034,-2.2856,0.0642,-0.5086,-2.4818,0.0690,0,0.0011
1783579718.2102,3,-18.8398,25.0306,-4.2130,-0.5229,-2.5388,-0.0000,-0.4587,-2.7277,0.0090,0,0.0181
1783579718.2104,0,-18.7208,11.4747,-5.0140,-0.4699,-1.3184,0.0253,-0.4271,-1.5116,0.0149,0,0.0085
1783579718.2140,1,-18.7220,19.1287,-4.0799,-0.5179,-3.0430,0.0704,-0.4828,-2.9609,0.0622,0,0.0181
1783579718.2143,2,-18.2624,16.7975,-3.8340,-0.7507,-2.7310,-0.0470,-0.7776,-2.8975,-0.0404,0,0.0090
1783579718.2143,4,-18.5093,25.0046,-3.8789,-0.5034,-2.2893,0.0648,-0.5086,-2.4818,0.0690,0,0.0091
1783579718.2183,0,-18.7244,11.4643,-5.0135,-0.4690,-1.3217,0.0250,-0.4271,-1.5116,0.0149,0,0.0164
1783579718.2185,3,-18.8444,25.0106,-4.2123,-0.5219,-2.5425,0.0007,-0.4553,-2.7388,0.0080,0,0.0060
1783579718.2224,1,-18.7271,19.1042,-4.0791,-0.5176,-3.0436,0.0708,-0.4803,-2.9613,0.0600,0,0.0062
1783579718.2226,2,-18.2681,16.7750,-3.8338,-0.7513,-2.7349,-0.0470,-0.7776,-2.8975,-0.0404,0,0.0173
1783579718.2226,4,-18.5136,24.9861,-3.8789,-0.5033,-2.2931,0.0655,-0.5086,-2.4818,0.0690,0,0.0175
1783579718.2263,0,-18.7277,11.4537,-5.0132,-0.4680,-1.3252,0.0247,-0.4248,-1.5217,0.0135,0,0.0053
1783579718.2265,3,-18.8489,24.9905,-4.2117,-0.5210,-2.5462,0.0013,-0.4553,-2.7388,0.0080,0,0.0141
1783579718.2304,2,-18.2739,16.7526,-3.8337,-0.7518,-2.7389,-0.0470,-0.7736,-2.8985,-0.0409,0,0.0055
1783579718.2306,1,-18.7321,19.0796,-4.0784,-0.5172,-3.0442,0.0713,-0.4803,-2.9613,0.0600,0,0.0144
1783579718.2306,4,-18.5179,24.9676,-3.8789,-0.5032,-2.2968,0.0661,-0.5075,-2.4931,0.0690,0,0.0055
1783579718.2344,0,-18.7310,11.4431,-5.0129,-0.4671,-1.3286,0.0243,-0.4248,-1.5217,0.0135,0,0.0135
1783579718.2346,3,-18.8535,24.9704,-4.2111,-0.5200,-2.5498,0.0018,-0.4539,-2.7462,0.0068,0,0.0019
1783579718.2386,4,-18.5221,24.9490,-3.8789,-0.5031,-2.3006,0.0666,-0.5075,-2.4931,0.0690,0,0.0135
1783579718.2388,1,-18.7370,19.0551,-4.0776,-0.5168,-3.0448,0.0717,-0.4795,-2.9614,0.0585,0,0.0013
1783579718.2388,2,-18.2796,16.7301,-3.8336,-0.7524,-2.7428,-0.0471,-0.7736,-2.8985,-0.0409,0,0.0139
1783579718.2426,0,-18.7343,11.4324,-5.0126,-0.4661,-1.3321,0.0240,-0.4242,-1.5286,0.0129,0,0.0011
1783579718.2427,3,-18.8580,24.9502,-4.2105,-0.5191,-2.5535,0.0023,-0.4539,-2.7462,0.0068,0,0.0099
1783579718.2466,1,-18.7420,19.0305,-4.0768,-0.5164,-3.0454,0.0720,-0.4795,-2.9614,0.0585,0,0.0091
1783579718.2472,2,-18.2853,16.7076,-3.8335,-0.7529,-2.7467,-0.0471,-0.7718,-2.8990,-0.0411,0,0.0022
1783579718.2472,4,-18.5264,24.9305,-3.8788,-0.5030,-2.3043,0.0672,-0.5074,-2.5006,0.0689,0,0.0024
1783579718.2508,0,-18.7376,11.4217,-5.0123,-0.4652,-1.3356,0.0236,-0.4242,-1.5286,0.0129,0,0.0093
1783579718.2509,3,-18.8625,24.9300,-4.2099,-0.5181,-2.5572,0.0028,-0.4539,-2.7462,0.0068,0,0.0181
1783579718.2548,1,-18.7469,19.0060,-4.0761,-0.5160,-3.0460,0.0723,-0.4795,-2.9614,0.0585,0,0.0173
1783579718.2549,2,-18.2911,16.6850,-3.8335,-0.7535,-2.7506,-0.0471,-0.7718,-2.8990,-0.0411,0,0.0100
1783579718.2550,4,-18.5306,24.9119,-3.8787,-0.5029,-2.3081,0.0677,-0.5074,-2.5006,0.0689,0,0.0102
1783579718.2585,3,-18.8670,24.9098,-4.2093,-0.5171,-2.5610,0.0032,-0.4503,-2.7572,0.0050,0,0.0061
1783579718.2590,0,-18.7409,11.4110,-5.0120,-0.4642,-1.3390,0.0232,-0.4242,-1.5286,0.0129,0,0.0175
1783579718.2625,2,-18.2968,16.6625,-3.8334,-0.7540,-2.7545,-0.0471,-0.7718,-2.8990,-0.0411,0,0.0175
1783579718.2626,1,-18.7518,18.9814,-4.0753,-0.5156,-3.0466,0.0725,-0.4770,-2.9618,0.0562,0,0.0045
1783579718.2626,4,-18.5349,24.8933,-3.8786,-0.5028,-2.3118,0.0682,-0.5074,-2.5006,0.0689,0,0.0179
1783579718.2666,3,-18.8715,24.8896,-4.2088,-0.5161,-2.5647,0.0035,-0.4503,-2.7572,0.0050,0,0.0143
1783579718.2670,0,-18.7442,11.4003,-5.0118,-0.4633,-1.3425,0.0228,-0.4221,-1.5390,0.0120,0,0.0054
1783579718.2707,1,-18.7567,18.9569,-4.0746,-0.5151,-3.0472,0.0726,-0.4770,-2.9618,0.0562,0,0.0125
1783579718.2708,2,-18.3026,16.6398,-3.8337,-0.7546,-2.7585,-0.0472,-0.7678,-2.9001,-0.0413,0,0.0057
1783579718.2708,4,-18.5391,24.8746,-3.8785,-0.5027,-2.3156,0.0686,-0.5062,-2.5118,0.0687,0,0.0057
1783579718.2745,0,-18.7475,11.3895,-5.0115,-0.4624,-1.3459,0.0224,-0.4221,-1.5390,0.0120,0,0.0130
1783579718.2746,3,-18.8759,24.8693,-4.2082,-0.5151,-2.5684,0.0038,-0.4489,-2.7647,0.0039,0,0.0022
1783579718.2786,4,-18.5434,24.8559,-3.8784,-0.5026,-2.3194,0.0690,-0.5062,-2.5118,0.0687,0,0.0135
1783579718.2788,1,-18.7616,18.9323,-4.0738,-0.5147,-3.0478,0.0727,-0.4761,-2.9620,0.0547,0,0.0022
1783579718.2788,2,-18.3084,16.6171,-3.8339,-0.7552,-2.7624,-0.0473,-0.7678,-2.9001,-0.0413,0,0.0137
1783579718.2824,3,-18.8803,24.8490,-4.2077,-0.5141,-2.5722,0.0040,-0.4489,-2.7647,0.0039,0,0.0100
1783579718.2826,0,-18.7508,11.3787,-5.0112,-0.4614,-1.3494,0.0220,-0.4215,-1.5459,0.0115,0,0.0011
1783579718.2865,2,-18.3142,16.5944,-3.8342,-0.7557,-2.7663,-0.0474,-0.7658,-2.9006,-0.0407,0,0.0015
1783579718.2867,1,-18.7664,18.9078,-4.0730,-0.5143,-3.0484,0.0727,-0.4761,-2.9620,0.0547,0,0.0101
1783579718.2867,4,-18.5476,24.8372,-3.8782,-0.5025,-2.3232,0.0694,-0.5060,-2.5194,0.0685,0,0.0019
1783579718.2905,0,-18.7541,11.3679,-5.0109,-0.4605,-1.3528,0.0216,-0.4215,-1.5459,0.0115,0,0.0090
1783579718.2906,3,-18.8848,24.8286,-4.2071,-0.5131,-2.5760,0.0042,-0.4489,-2.7647,0.0039,0,0.0181
1783579718.2946,4,-18.5518,24.8185,-3.8781,-0.5024,-2.3269,0.0698,-0.5060,-2.5194,0.0685,0,0.0097
1783579718.2947,2,-18.3200,16.5716,-3.8345,-0.7562,-2.7702,-0.0475,-0.7658,-2.9006,-0.0407,0,0.0097
1783579718.2948,1,-18.7712,18.8832,-4.0723,-0.5138,-3.0490,0.0726,-0.4761,-2.9620,0.0547,0,0.0182
1783579718.2986,0,-18.7574,11.3570,-5.0107,-0.4596,-1.3563,0.0212,-0.4215,-1.5459,0.0115,0,0.0171
1783579718.2990,3,-18.8891,24.8082,-4.2066,-0.5121,-2.5798,0.0042,-0.4452,-2.7760,0.0022,0,0.0066
1783579718.3026,1,-18.7760,18.8587,-4.0715,-0.5133,-3.0496,0.0725,-0.4736,-2.9624,0.0524,0,0.0055
