t_wall,drone,x,y,z,vx,vy,vz,vcmd_x,vcmd_y,vcmd_z,cmd_is_pos,cmd_age_s
1783579594.7538,1,-0.0460,0.2271,-0.5129,-0.0420,0.1143,-1.0698,-0.0571,0.0620,-1.5000,0,0.0180
1783579594.7538,2,-0.0886,-0.1293,-0.4118,-0.0239,0.1037,-1.0457,-0.0259,0.0657,-1.5000,0,0.0086
1783579594.7575,3,0.1746,-0.0532,-0.7441,0.0303,0.1414,-1.0827,-0.0112,0.0920,-1.5000,0,0.0057
1783579594.7577,0,-0.0085,-0.0307,-1.5010,0.0497,0.0878,-1.0468,0.0298,0.0621,-1.5000,0,0.0165
1783579594.7616,4,-0.1145,0.2332,-0.3490,0.0548,0.0713,-1.0869,0.0118,0.0415,-1.5000,0,0.0165
1783579594.7617,1,-0.0459,0.2279,-0.5222,-0.0418,0.1140,-1.0709,-0.0566,0.0608,-1.5000,0,0.0060
1783579594.7617,2,-0.0895,-0.1286,-0.4203,-0.0240,0.1037,-1.0461,-0.0259,0.0657,-1.5000,0,0.0165
1783579594.7659,0,-0.0081,-0.0295,-1.5100,0.0493,0.0882,-1.0481,0.0289,0.0615,-1.5000,0,0.0048
1783579594.7660,3,0.1750,-0.0515,-0.7538,0.0296,0.1416,-1.0820,-0.0112,0.0920,-1.5000,0,0.0142
1783579594.7700,1,-0.0458,0.2287,-0.5314,-0.0415,0.1137,-1.0721,-0.0566,0.0608,-1.5000,0,0.0143
1783579594.7700,2,-0.0904,-0.1279,-0.4287,-0.0240,0.1037,-1.0464,-0.0252,0.0652,-1.5000,0,0.0050
1783579594.7702,4,-0.1135,0.2343,-0.3582,0.0547,0.0721,-1.0880,0.0106,0.0424,-1.5000,0,0.0047
1783579594.7740,0,-0.0077,-0.0283,-1.5189,0.0490,0.0885,-1.0493,0.0289,0.0615,-1.5000,0,0.0128
1783579594.7742,3,0.1754,-0.0498,-0.7635,0.0289,0.1417,-1.0813,-0.0124,0.0914,-1.5000,0,0.0023
1783579594.7779,2,-0.0914,-0.1272,-0.4372,-0.0241,0.1037,-1.0468,-0.0252,0.0652,-1.5000,0,0.0128
1783579594.7780,1,-0.0458,0.2294,-0.5405,-0.0413,0.1134,-1.0731,-0.0563,0.0600,-1.5000,0,0.0016
1783579594.7780,4,-0.1125,0.2354,-0.3675,0.0545,0.0728,-1.0890,0.0106,0.0424,-1.5000,0,0.0126
1783579594.7822,3,0.1758,-0.0482,-0.7732,0.0282,0.1418,-1.0806,-0.0124,0.0914,-1.5000,0,0.0103
1783579594.7827,0,-0.0074,-0.0271,-1.5278,0.0486,0.0888,-1.0505,0.0289,0.0615,-1.5000,0,0.0215
1783579594.7858,2,-0.0922,-0.1264,-0.4457,-0.0241,0.1036,-1.0472,-0.0252,0.0652,-1.5000,0,0.0207
1783579594.7861,1,-0.0457,0.2302,-0.5497,-0.0411,0.1130,-1.0742,-0.0563,0.0600,-1.5000,0,0.0097
1783579594.7862,4,-0.1115,0.2365,-0.3767,0.0543,0.0735,-1.0899,0.0098,0.0429,-1.5000,0,0.0009
1783579594.7900,3,0.1762,-0.0466,-0.7829,0.0275,0.1419,-1.0799,-0.0124,0.0914,-1.5000,0,0.0182
1783579594.7902,0,-0.0070,-0.0259,-1.5368,0.0483,0.0891,-1.0516,0.0282,0.0613,-1.5000,0,0.0056
1783579594.7941,2,-0.0931,-0.1257,-0.4542,-0.0241,0.1035,-1.0476,-0.0247,0.0647,-1.5000,0,0.0069
1783579594.7942,1,-0.0457,0.2309,-0.5589,-0.0409,0.1126,-1.0752,-0.0563,0.0600,-1.5000,0,0.0178
1783579594.7942,4,-0.1105,0.2375,-0.3859,0.0542,0.0742,-1.0908,0.0098,0.0429,-1.5000,0,0.0089
1783579594.7978,3,0.1765,-0.0449,-0.7925,0.0267,0.1419,-1.0792,-0.0143,0.0901,-1.5000,0,0.0058
1783579594.7979,0,-0.0066,-0.0247,-1.5457,0.0479,0.0894,-1.0528,0.0282,0.0613,-1.5000,0,0.0133
1783579594.8018,4,-0.1096,0.2386,-0.3951,0.0540,0.0748,-1.0917,0.0098,0.0429,-1.5000,0,0.0165
1783579594.8019,1,-0.0456,0.2317,-0.5681,-0.0406,0.1122,-1.0762,-0.0559,0.0585,-1.5000,0,0.0061
1783579594.8019,2,-0.0934,-0.1247,-0.4633,-0.0234,0.1037,-1.0483,-0.0247,0.0647,-1.5000,0,0.0147
1783579594.8057,3,0.1769,-0.0433,-0.8021,0.0260,0.1418,-1.0785,-0.0143,0.0901,-1.5000,0,0.0137
1783579594.8058,0,-0.0063,-0.0236,-1.5546,0.0475,0.0896,-1.0539,0.0271,0.0609,-1.5000,0,0.0048
1783579594.8098,4,-0.1086,0.2396,-0.4043,0.0538,0.0754,-1.0925,0.0085,0.0435,-1.5000,0,0.0048
1783579594.8099,1,-0.0456,0.2324,-0.5772,-0.0404,0.1118,-1.0771,-0.0559,0.0585,-1.5000,0,0.0141
1783579594.8099,2,-0.0937,-0.1237,-0.4725,-0.0227,0.1039,-1.0490,-0.0237,0.0641,-1.5000,0,0.0050
1783579594.8140,0,-0.0059,-0.0224,-1.5635,0.0472,0.0898,-1.0549,0.0271,0.0609,-1.5000,0,0.0129
1783579594.8140,3,0.1772,-0.0417,-0.8117,0.0253,0.1417,-1.0779,-0.0156,0.0892,-1.5000,0,0.0021
1783579594.8177,1,-0.0455,0.2332,-0.5864,-0.0403,0.1113,-1.0780,-0.0556,0.0575,-1.5000,0,0.0019
1783579594.8183,2,-0.0939,-0.1227,-0.4816,-0.0220,0.1041,-1.0497,-0.0237,0.0641,-1.5000,0,0.0134
1783579594.8184,4,-0.1077,0.2407,-0.4135,0.0536,0.0760,-1.0932,0.0085,0.0435,-1.5000,0,0.0134
1783579594.8217,0,-0.0055,-0.0213,-1.5724,0.0468,0.0900,-1.0560,0.0264,0.0605,-1.5000,0,0.0007
1783579594.8218,3,0.1775,-0.0402,-0.8212,0.0245,0.1416,-1.0772,-0.0156,0.0892,-1.5000,0,0.0099
1783579594.8258,1,-0.0455,0.2339,-0.5955,-0.0401,0.1108,-1.0789,-0.0556,0.0575,-1.5000,0,0.0100
1783579594.8259,2,-0.0942,-0.1217,-0.4907,-0.0213,0.1042,-1.0505,-0.0224,0.0638,-1.5000,0,0.0009
1783579594.8262,4,-0.1068,0.2417,-0.4227,0.0534,0.0765,-1.0940,0.0077,0.0437,-1.5000,0,0.0014
1783579594.8298,3,0.1779,-0.0386,-0.8307,0.0238,0.1414,-1.0766,-0.0156,0.0892,-1.5000,0,0.0179
1783579594.8299,0,-0.0052,-0.0201,-1.5813,0.0464,0.0902,-1.0570,0.0264,0.0605,-1.5000,0,0.0089
1783579594.8338,1,-0.0455,0.2347,-0.6046,-0.0399,0.1103,-1.0797,-0.0556,0.0575,-1.5000,0,0.0180
1783579594.8339,4,-0.1059,0.2428,-0.4318,0.0532,0.0770,-1.0947,0.0077,0.0437,-1.5000,0,0.0092
1783579594.8340,2,-0.0944,-0.1207,-0.4998,-0.0206,0.1044,-1.0512,-0.0224,0.0638,-1.5000,0,0.0090
1783579594.8378,3,0.1782,-0.0370,-0.8402,0.0230,0.1412,-1.0761,-0.0175,0.0875,-1.5000,0,0.0063
1783579594.8380,0,-0.0048,-0.0190,-1.5901,0.0460,0.0903,-1.0579,0.0264,0.0605,-1.5000,0,0.0170
1783579594.8419,1,-0.0454,0.2354,-0.6138,-0.0398,0.1098,-1.0806,-0.0552,0.0558,-1.5000,0,0.0062
1783579594.8420,2,-0.0947,-0.1197,-0.5089,-0.0199,0.1044,-1.0519,-0.0224,0.0638,-1.5000,0,0.0169
1783579594.8420,4,-0.1047,0.2438,-0.4402,0.0531,0.0775,-1.0951,0.0077,0.0437,-1.5000,0,0.0172
1783579594.8458,0,-0.0045,-0.0179,-1.5990,0.0457,0.0905,-1.0589,0.0252,0.0599,-1.5000,0,0.0021
1783579594.8459,3,0.1785,-0.0355,-0.8496,0.0222,0.1410,-1.0755,-0.0175,0.0875,-1.5000,0,0.0143
1783579594.8497,1,-0.0451,0.2361,-0.6231,-0.0392,0.1089,-1.0815,-0.0552,0.0558,-1.5000,0,0.0140
1783579594.8498,2,-0.0949,-0.1187,-0.5180,-0.0192,0.1045,-1.0526,-0.0207,0.0631,-1.5000,0,0.0043
1783579594.8498,4,-0.1036,0.2448,-0.4487,0.0530,0.0780,-1.0956,0.0064,0.0439,-1.5000,0,0.0043
1783579594.8537,0,-0.0041,-0.0167,-1.6079,0.0453,0.0906,-1.0598,0.0252,0.0599,-1.5000,0,0.0100
1783579594.8543,3,0.1787,-0.0339,-0.8590,0.0214,0.1407,-1.0750,-0.0188,0.0863,-1.5000,0,0.0027
1783579594.8577,2,-0.0951,-0.1176,-0.5270,-0.0185,0.1045,-1.0533,-0.0207,0.0631,-1.5000,0,0.0122
1783579594.8578,1,-0.0449,0.2368,-0.6324,-0.0386,0.1079,-1.0824,-0.0548,0.0543,-1.5000,0,0.0016
1783579594.8578,4,-0.1025,0.2458,-0.4571,0.0529,0.0784,-1.0960,0.0064,0.0439,-1.5000,0,0.0123
1783579594.8617,0,-0.0038,-0.0156,-1.6168,0.0449,0.0907,-1.0607,0.0245,0.0594,-1.5000,0,0.0004
1783579594.8618,3,0.1790,-0.0324,-0.8684,0.0207,0.1404,-1.0746,-0.0188,0.0863,-1.5000,0,0.0102
1783579594.8657,1,-0.0446,0.2374,-0.6417,-0.0380,0.1070,-1.0833,-0.0548,0.0543,-1.5000,0,0.0096
1783579594.8663,2,-0.0952,-0.1167,-0.5361,-0.0178,0.1045,-1.0539,-0.0195,0.0627,-1.5000,0,0.0009
1783579594.8663,4,-0.1015,0.2468,-0.4655,0.0527,0.0788,-1.0964,0.0056,0.0441,-1.5000,0,0.0015
1783579594.8697,0,-0.0034,-0.0145,-1.6256,0.0445,0.0907,-1.0615,0.0245,0.0594,-1.5000,0,0.0084
1783579594.8698,3,0.1793,-0.0309,-0.8778,0.0199,0.1400,-1.0741,-0.0188,0.0863,-1.5000,0,0.0182
1783579594.8738,2,-0.0954,-0.1157,-0.5451,-0.0171,0.1044,-1.0546,-0.0195,0.0627,-1.5000,0,0.0085
1783579594.8739,4,-0.1004,0.2478,-0.4740,0.0526,0.0792,-1.0968,0.0056,0.0441,-1.5000,0,0.0090
1783579594.8740,1,-0.0443,0.2381,-0.6510,-0.0374,0.1060,-1.0842,-0.0548,0.0543,-1.5000,0,0.0179
1783579594.8778,0,-0.0031,-0.0134,-1.6345,0.0441,0.0907,-1.0624,0.0245,0.0594,-1.5000,0,0.0165
1783579594.8778,3,0.1785,-0.0301,-0.8872,0.0187,0.1389,-1.0738,-0.0208,0.0843,-1.5000,0,0.0061
1783579594.8817,1,-0.0440,0.2387,-0.6602,-0.0369,0.1050,-1.0850,-0.0537,0.0517,-1.5000,0,0.0044
1783579594.8817,4,-0.0994,0.2487,-0.4824,0.0524,0.0795,-1.0973,0.0056,0.0441,-1.5000,0,0.0169
1783579594.8818,2,-0.0956,-0.1147,-0.5541,-0.0165,0.1044,-1.0552,-0.0195,0.0627,-1.5000,0,0.0165
1783579594.8857,0,-0.0021,-0.0119,-1.6442,0.0441,0.0915,-1.0634,0.0234,0.0585,-1.5000,0,0.0045
1783579594.8858,3,0.1777,-0.0293,-0.8966,0.0175,0.1377,-1.0735,-0.0208,0.0843,-1.5000,0,0.0141
1783579594.8899,1,-0.0438,0.2394,-0.6695,-0.0363,0.1040,-1.0858,-0.0537,0.0517,-1.5000,0,0.0126
1783579594.8899,2,-0.0957,-0.1137,-0.5631,-0.0158,0.1043,-1.0558,-0.0179,0.0617,-1.5000,0,0.0047
1783579594.8900,4,-0.0984,0.2497,-0.4909,0.0522,0.0798,-1.0978,0.0043,0.0440,-1.5000,0,0.0049
1783579594.8938,3,0.1770,-0.0286,-0.9060,0.0163,0.1365,-1.0732,-0.0221,0.0821,-1.5000,0,0.0020
1783579594.8939,0,-0.0011,-0.0104,-1.6539,0.0439,0.0923,-1.0644,0.0234,0.0585,-1.5000,0,0.0126
1783579594.8978,2,-0.0959,-0.1127,-0.5722,-0.0152,0.1041,-1.0564,-0.0179,0.0617,-1.5000,0,0.0126
1783579594.8981,1,-0.0435,0.2400,-0.6787,-0.0358,0.1030,-1.0866,-0.0530,0.0498,-1.5000,0,0.0021
1783579594.8982,4,-0.0974,0.2507,-0.4994,0.0520,0.0800,-1.0983,0.0043,0.0440,-1.5000,0,0.0130
1783579594.9019,0,-0.0001,-0.0089,-1.6635,0.0438,0.0931,-1.0655,0.0226,0.0588,-1.5000,0,0.0008
1783579594.9020,3,0.1762,-0.0278,-0.9153,0.0151,0.1353,-1.0730,-0.0221,0.0821,-1.5000,0,0.0102
1783579594.9057,1,-0.0432,0.2406,-0.6880,-0.0353,0.1019,-1.0874,-0.0530,0.0498,-1.5000,0,0.0098
1783579594.9059,2,-0.0960,-0.1117,-0.5811,-0.0146,0.1040,-1.0570,-0.0169,0.0610,-1.5000,0,0.0008
1783579594.9059,4,-0.0964,0.2517,-0.5079,0.0518,0.0802,-1.0988,0.0035,0.0438,-1.5000,0,0.0010
1783579594.9098,3,0.1755,-0.0270,-0.9247,0.0139,0.1340,-1.0728,-0.0221,0.0821,-1.5000,0,0.0180
1783579594.9100,0,0.0009,-0.0074,-1.6732,0.0436,0.0938,-1.0665,0.0226,0.0588,-1.5000,0,0.0088
1783579594.9138,2,-0.0961,-0.1107,-0.5901,-0.0140,0.1037,-1.0576,-0.0169,0.0610,-1.5000,0,0.0087
1783579594.9139,4,-0.0954,0.2527,-0.5164,0.0516,0.0803,-1.0994,0.0035,0.0438,-1.5000,0,0.0089
1783579594.9142,1,-0.0430,0.2412,-0.6972,-0.0348,0.1008,-1.0882,-0.0530,0.0498,-1.5000,0,0.0182
1783579594.9177,0,0.0019,-0.0059,-1.6828,0.0435,0.0945,-1.0674,0.0226,0.0588,-1.5000,0,0.0166
1783579594.9178,3,0.1748,-0.0263,-0.9340,0.0128,0.1328,-1.0726,-0.0240,0.0787,-1.5000,0,0.0063
1783579594.9218,2,-0.0962,-0.1097,-0.5991,-0.0135,0.1035,-1.0582,-0.0169,0.0610,-1.5000,0,0.0167
1783579594.9219,4,-0.0944,0.2536,-0.5249,0.0514,0.0804,-1.1000,0.0035,0.0438,-1.5000,0,0.0170
1783579594.9221,1,-0.0427,0.2418,-0.7064,-0.0344,0.0998,-1.0890,-0.0521,0.0470,-1.5000,0,0.0059
1783579594.9259,0,0.0028,-0.0044,-1.6924,0.0434,0.0952,-1.0684,0.0213,0.0591,-1.5000,0,0.0044
1783579594.9260,3,0.1741,-0.0255,-0.9433,0.0116,0.1315,-1.0725,-0.0240,0.0787,-1.5000,0,0.0144
1783579594.9298,1,-0.0425,0.2424,-0.7156,-0.0339,0.0987,-1.0897,-0.0521,0.0470,-1.5000,0,0.0136
1783579594.9299,2,-0.0963,-0.1088,-0.6075,-0.0132,0.1033,-1.0586,-0.0155,0.0597,-1.5000,0,0.0030
1783579594.9299,4,-0.0935,0.2546,-0.5335,0.0511,0.0805,-1.1006,0.0021,0.0433,-1.5000,0,0.0050
1783579594.9338,0,0.0037,-0.0029,-1.7019,0.0432,0.0958,-1.0693,0.0213,0.0591,-1.5000,0,0.0123
1783579594.9340,3,0.1734,-0.0248,-0.9525,0.0105,0.1302,-1.0725,-0.0253,0.0764,-1.5000,0,0.0021
1783579594.9378,2,-0.0964,-0.1078,-0.6158,-0.0131,0.1030,-1.0591,-0.0155,0.0597,-1.5000,0,0.0108
1783579594.9379,1,-0.0423,0.2430,-0.7249,-0.0335,0.0976,-1.0904,-0.0516,0.0451,-1.5000,0,0.0021
1783579594.9380,4,-0.0926,0.2556,-0.5420,0.0508,0.0805,-1.1013,0.0021,0.0433,-1.5000,0,0.0130
1783579594.9417,3,0.1727,-0.0240,-0.9618,0.0093,0.1289,-1.0725,-0.0253,0.0764,-1.5000,0,0.0099
1783579594.9418,0,0.0046,-0.0014,-1.7115,0.0431,0.0964,-1.0702,0.0205,0.0591,-1.5000,0,0.0010
1783579594.9458,1,-0.0420,0.2436,-0.7341,-0.0331,0.0965,-1.0912,-0.0516,0.0451,-1.5000,0,0.0100
1783579594.9458,2,-0.0966,-0.1069,-0.6242,-0.0129,0.1026,-1.0595,-0.0151,0.0588,-1.5000,0,0.0006
1783579594.9459,4,-0.0917,0.2565,-0.5506,0.0505,0.0804,-1.1021,0.0012,0.0428,-1.5000,0,0.0009
1783579594.9499,3,0.1720,-0.0233,-0.9710,0.0082,0.1275,-1.0725,-0.0253,0.0764,-1.5000,0,0.0181
1783579594.9501,0,0.0055,0.0000,-1.7210,0.0429,0.0970,-1.0710,0.0205,0.0591,-1.5000,0,0.0092
1783579594.9538,1,-0.0418,0.2442,-0.7432,-0.0328,0.0954,-1.0919,-0.0516,0.0451,-1.5000,0,0.0181
1783579594.9539,2,-0.0967,-0.1059,-0.6326,-0.0128,0.1023,-1.0600,-0.0151,0.0588,-1.5000,0,0.0087
1783579594.9540,4,-0.0908,0.2575,-0.5591,0.0502,0.0804,-1.1028,0.0012,0.0428,-1.5000,0,0.0089
1783579594.9578,3,0.1713,-0.0226,-0.9802,0.0071,0.1262,-1.0726,-0.0272,0.0728,-1.5000,0,0.0058
1783579594.9580,0,0.0064,0.0015,-1.7305,0.0427,0.0975,-1.0718,0.0205,0.0591,-1.5000,0,0.0171
1783579594.9619,1,-0.0416,0.2448,-0.7524,-0.0324,0.0943,-1.0926,-0.0510,0.0421,-1.5000,0,0.0059
1783579594.9620,2,-0.0968,-0.1050,-0.6410,-0.0126,0.1019,-1.0604,-0.0151,0.0588,-1.5000,0,0.0167
1783579594.9625,4,-0.0899,0.2584,-0.5677,0.0499,0.0802,-1.1036,0.0012,0.0428,-1.5000,0,0.0174
1783579594.9658,0,0.0073,0.0029,-1.7400,0.0426,0.0979,-1.0726,0.0193,0.0590,-1.5000,0,0.0041
1783579594.9662,3,0.1707,-0.0218,-0.9894,0.0060,0.1249,-1.0727,-0.0272,0.0728,-1.5000,0,0.0141
1783579594.9698,2,-0.0969,-0.1040,-0.6494,-0.0125,0.1015,-1.0610,-0.0147,0.0572,-1.5000,0,0.0047
1783579594.9699,4,-0.0895,0.2591,-0.5758,0.0493,0.0796,-1.1043,-0.0003,0.0418,-1.5000,0,0.0049
1783579594.9700,1,-0.0415,0.2448,-0.7623,-0.0324,0.0926,-1.0935,-0.0510,0.0421,-1.5000,0,0.0140
1783579594.9744,0,0.0081,0.0044,-1.7494,0.0424,0.0984,-1.0734,0.0193,0.0590,-1.5000,0,0.0127
1783579594.9746,3,0.1700,-0.0211,-0.9986,0.0049,0.1235,-1.0729,-0.0284,0.0704,-1.5000,0,0.0028
1783579594.9784,1,-0.0414,0.2448,-0.7721,-0.0324,0.0909,-1.0945,-0.0508,0.0400,-1.5000,0,0.0019
1783579594.9786,2,-0.0970,-0.1031,-0.6578,-0.0124,0.1010,-1.0616,-0.0147,0.0572,-1.5000,0,0.0134
1783579594.9786,4,-0.0891,0.2598,-0.5839,0.0488,0.0788,-1.1050,-0.0003,0.0418,-1.5000,0,0.0136
1783579594.9824,0,0.0090,0.0058,-1.7589,0.0423,0.0987,-1.0741,0.0186,0.0588,-1.5000,0,0.0014
1783579594.9825,3,0.1693,-0.0204,-1.0078,0.0038,0.1222,-1.0731,-0.0284,0.0704,-1.5000,0,0.0107
1783579594.9863,2,-0.0971,-0.1022,-0.6662,-0.0124,0.1006,-1.0623,-0.0145,0.0560,-1.5000,0,0.0013
1783579594.9864,1,-0.0413,0.2448,-0.7819,-0.0323,0.0892,-1.0954,-0.0508,0.0400,-1.5000,0,0.0100
1783579594.9865,4,-0.0888,0.2605,-0.5920,0.0483,0.0780,-1.1057,-0.0012,0.0403,-1.5000,0,0.0015
1783579594.9903,0,0.0098,0.0072,-1.7683,0.0421,0.0991,-1.0748,0.0186,0.0588,-1.5000,0,0.0094
1783579594.9905,3,0.1687,-0.0197,-1.0169,0.0027,0.1208,-1.0733,-0.0284,0.0704,-1.5000,0,0.0187
1783579594.9944,4,-0.0884,0.2612,-0.6001,0.0478,0.0772,-1.1066,-0.0012,0.0403,-1.5000,0,0.0094
1783579594.9949,1,-0.0412,0.2449,-0.7917,-0.0323,0.0875,-1.0964,-0.0508,0.0400,-1.5000,0,0.0184
1783579594.9949,2,-0.0972,-0.1013,-0.6746,-0.0123,0.1001,-1.0630,-0.0145,0.0560,-1.5000,0,0.0100
1783579594.9950,3,0.1681,-0.0190,-1.0261,0.0017,0.1195,-1.0736,-0.0302,0.0668,-1.5000,0,0.0026
1783579594.9983,0,0.0106,0.0086,-1.7777,0.0419,0.0993,-1.0755,0.0186,0.0588,-1.5000,0,0.0174
1783579595.0023,2,-0.0973,-0.1003,-0.6830,-0.0123,0.0996,-1.0637,-0.0145,0.0560,-1.5000,0,0.0173
1783579595.0024,1,-0.0411,0.2449,-0.8015,-0.0323,0.0858,-1.0973,-0.0508,0.0375,-1.5000,0,0.0058
1783579595.0025,4,-0.0881,0.2619,-0.6083,0.0473,0.0763,-1.1074,-0.0012,0.0403,-1.5000,0,0.0175
1783579595.0063,3,0.1669,-0.0173,-1.0354,0.0001,0.1193,-1.0740,-0.0302,0.0668,-1.5000,0,0.0139
1783579595.0064,0,0.0122,0.0100,-1.7873,0.0423,0.0997,-1.0762,0.0174,0.0582,-1.5000,0,0.0054
1783579595.0103,2,-0.0974,-0.0994,-0.6915,-0.0122,0.0991,-1.0645,-0.0142,0.0542,-1.5000,0,0.0053
1783579595.0107,1,-0.0410,0.2449,-0.8113,-0.0324,0.0842,-1.0982,-0.0508,0.0375,-1.5000,0,0.0141
1783579595.0108,4,-0.0877,0.2626,-0.6165,0.0467,0.0754,-1.1083,-0.0027,0.0379,-1.5000,0,0.0056
1783579595.0145,3,0.1657,-0.0156,-1.0447,-0.0016,0.1192,-1.0745,-0.0315,0.0650,-1.5000,0,0.0025
1783579595.0148,0,0.0138,0.0114,-1.7968,0.0428,0.1001,-1.0769,0.0174,0.0582,-1.5000,0,0.0137
1783579595.0186,2,-0.0975,-0.0985,-0.6999,-0.0122,0.0985,-1.0653,-0.0142,0.0542,-1.5000,0,0.0136
1783579595.0188,1,-0.0410,0.2449,-0.8210,-0.0324,0.0825,-1.0991,-0.0509,0.0338,-1.5000,0,0.0021
1783579595.0188,4,-0.0873,0.2632,-0.6247,0.0461,0.0745,-1.1093,-0.0027,0.0379,-1.5000,0,0.0137
1783579595.0226,3,0.1646,-0.0138,-1.0539,-0.0032,0.1191,-1.0750,-0.0315,0.0650,-1.5000,0,0.0106
1783579595.0227,0,0.0154,0.0128,-1.8064,0.0432,0.1004,-1.0776,0.0170,0.0579,-1.5000,0,0.0012
1783579595.0265,2,-0.0976,-0.0976,-0.7083,-0.0122,0.0980,-1.0661,-0.0142,0.0529,-1.5000,0,0.0013
1783579595.0267,1,-0.0409,0.2450,-0.8307,-0.0325,0.0808,-1.0999,-0.0509,0.0338,-1.5000,0,0.0100
1783579595.0267,4,-0.0870,0.2639,-0.6329,0.0455,0.0736,-1.1103,-0.0037,0.0362,-1.5000,0,0.0015
1783579595.0308,3,0.1635,-0.0121,-1.0632,-0.0048,0.1189,-1.0755,-0.0315,0.0650,-1.5000,0,0.0188
1783579595.0309,0,0.0170,0.0141,-1.8159,0.0436,0.1007,-1.0783,0.0170,0.0579,-1.5000,0,0.0093
1783579595.0346,1,-0.0409,0.2450,-0.8404,-0.0326,0.0792,-1.1007,-0.0509,0.0338,-1.5000,0,0.0179
1783579595.0347,2,-0.0977,-0.0968,-0.7168,-0.0122,0.0974,-1.0670,-0.0142,0.0529,-1.5000,0,0.0095
1783579595.0350,4,-0.0867,0.2645,-0.6412,0.0450,0.0726,-1.1114,-0.0037,0.0362,-1.5000,0,0.0098
1783579595.0385,0,0.0185,0.0155,-1.8254,0.0440,0.1009,-1.0790,0.0170,0.0579,-1.5000,0,0.0169
1783579595.0385,3,0.1623,-0.0105,-1.0724,-0.0064,0.1188,-1.0760,-0.0341,0.0632,-1.5000,0,0.0056
1783579595.0425,1,-0.0408,0.2450,-0.8501,-0.0327,0.0776,-1.1015,-0.0511,0.0301,-1.5000,0,0.0064
1783579595.0425,2,-0.0978,-0.0959,-0.7253,-0.0122,0.0968,-1.0680,-0.0142,0.0529,-1.5000,0,0.0173
1783579595.0427,4,-0.0863,0.2651,-0.6495,0.0444,0.0717,-1.1125,-0.0037,0.0362,-1.5000,0,0.0174
1783579595.0465,0,0.0200,0.0168,-1.8349,0.0444,0.1010,-1.0797,0.0164,0.0572,-1.5000,0,0.0051
1783579595.0466,3,0.1612,-0.0088,-1.0816,-0.0079,0.1186,-1.0766,-0.0341,0.0632,-1.5000,0,0.0137
1783579595.0506,2,-0.0979,-0.0950,-0.7337,-0.0122,0.0962,-1.0690,-0.0141,0.0509,-1.5000,0,0.0056
1783579595.0507,1,-0.0408,0.2450,-0.8597,-0.0328,0.0759,-1.1023,-0.0511,0.0301,-1.5000,0,0.0147
1783579595.0508,4,-0.0860,0.2657,-0.6578,0.0437,0.0707,-1.1136,-0.0053,0.0335,-1.5000,0,0.0057
1783579595.0546,0,0.0215,0.0181,-1.8443,0.0448,0.1012,-1.0804,0.0164,0.0572,-1.5000,0,0.0131
1783579595.0547,3,0.1601,-0.0072,-1.0908,-0.0095,0.1184,-1.0772,-0.0357,0.0620,-1.5000,0,0.0026
1783579595.0585,2,-0.0971,-0.0942,-0.7427,-0.0118,0.0954,-1.0702,-0.0141,0.0509,-1.5000,0,0.0135
1783579595.0586,1,-0.0408,0.2450,-0.8694,-0.0329,0.0743,-1.1031,-0.0513,0.0278,-1.5000,0,0.0021
1783579595.0587,4,-0.0857,0.2663,-0.6661,0.0431,0.0696,-1.1148,-0.0053,0.0335,-1.5000,0,0.0136
1783579595.0625,3,0.1591,-0.0055,-1.1000,-0.0109,0.1183,-1.0778,-0.0357,0.0620,-1.5000,0,0.0104
1783579595.0626,0,0.0229,0.0195,-1.8538,0.0451,0.1012,-1.0810,0.0160,0.0566,-1.5000,0,0.0007
1783579595.0665,1,-0.0408,0.2450,-0.8790,-0.0331,0.0727,-1.1039,-0.0513,0.0278,-1.5000,0,0.0100
1783579595.0667,2,-0.0962,-0.0935,-0.7516,-0.0113,0.0946,-1.0714,-0.0140,0.0494,-1.5000,0,0.0013
1783579595.0667,4,-0.0853,0.2669,-0.6745,0.0425,0.0686,-1.1161,-0.0063,0.0316,-1.5000,0,0.0017
1783579595.0704,3,0.1580,-0.0039,-1.1092,-0.0124,0.1181,-1.0784,-0.0357,0.0620,-1.5000,0,0.0183
1783579595.0706,0,0.0243,0.0208,-1.8632,0.0454,0.1012,-1.0817,0.0160,0.0566,-1.5000,0,0.0087
1783579595.0745,1,-0.0408,0.2450,-0.8886,-0.0332,0.0712,-1.1047,-0.0513,0.0278,-1.5000,0,0.0181
1783579595.0746,4,-0.0850,0.2675,-0.6829,0.0418,0.0675,-1.1174,-0.0063,0.0316,-1.5000,0,0.0095
1783579595.0747,2,-0.0954,-0.0927,-0.7606,-0.0108,0.0939,-1.0726,-0.0140,0.0494,-1.5000,0,0.0093
1783579595.0785,3,0.1569,-0.0023,-1.1184,-0.0138,0.1179,-1.0791,-0.0372,0.0608,-1.5000,0,0.0053
1783579595.0786,0,0.0257,0.0221,-1.8726,0.0457,0.1012,-1.0824,0.0160,0.0566,-1.5000,0,0.0167
1783579595.0825,2,-0.0946,-0.0920,-0.7696,-0.0103,0.0931,-1.0738,-0.0140,0.0494,-1.5000,0,0.0171
1783579595.0826,1,-0.0408,0.2450,-0.8982,-0.0334,0.0696,-1.1054,-0.0515,0.0255,-1.5000,0,0.0063
1783579595.0826,4,-0.0847,0.2681,-0.6913,0.0412,0.0665,-1.1187,-0.0063,0.0316,-1.5000,0,0.0176
