t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d0_planratio,d0_clipn,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d1_planratio,d1_clipn,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d2_planratio,d2_clipn,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
1.0,3.398,0.007,-0.081,4.919,0.031,2,14,0,0.735,0,0,0.125,0.1633,0,-1.657,2.533,-0.755,4.245,0.011,2,14,0,0.775,0,0,0.051,0.1515,0,-1.656,-2.581,-0.522,4.478,0.084,2,14,0,1.196,0,0,0.214,0.2435,0,5.119,0.398,0,0,1.196,0.000,0.000,0.000,0.000
2.0,3.534,-0.164,-0.530,4.470,0.109,2,14,0,0.807,0,0,0.094,0.1995,0,-1.581,2.480,-1.062,3.938,0.128,2,14,0,0.775,0,0,0.064,0.1515,0,-1.358,-2.478,-1.048,3.952,0.037,2,14,0,0.768,0,0,0.121,0.3222,0,4.963,0.558,0,0,0.807,0.000,0.000,0.000,0.000
3.0,3.473,-0.102,-1.653,3.347,0.022,2,14,0,0.951,0,0,0.015,0.1995,0,-1.607,2.555,-2.195,2.805,0.056,2,14,0,0.832,0,0,0.020,0.1515,0,-1.421,-2.482,-2.171,2.829,0.027,2,14,0,0.771,0,0,0.059,0.3222,0,5.040,0.484,0,0,0.951,0.000,0.000,0.000,0.000
4.0,3.480,-0.044,-2.762,2.238,0.044,2,14,0,0.908,0,0,0.045,0.1995,0,-1.656,2.557,-3.366,1.634,0.052,2,14,0,0.731,0,0,0.054,0.1515,0,-1.424,-2.426,-3.383,1.617,0.087,2,14,0,1.540,0,0,0.067,0.3222,0,4.988,0.482,0,0,1.540,0.000,0.000,0.000,0.000
5.0,3.444,-0.086,-3.991,1.009,0.014,2,14,0,0.679,0,0,0.035,0.1995,0,-1.660,2.497,-4.391,0.609,0.024,2,14,0,0.489,0,0,0.066,0.1515,0,-1.557,-2.432,-4.362,0.638,0.031,2,14,0,0.471,0,0,0.084,0.3222,0,4.930,0.452,0,0,0.679,0.000,0.000,0.000,0.000
6.0,3.484,-0.059,-4.635,0.365,0.057,2,14,0,0.703,0,0,0.031,0.1995,0,-1.601,2.583,-4.801,0.199,0.072,2,14,0,0.434,0,0,0.049,0.1515,0,-1.483,-2.447,-4.743,0.257,0.047,2,14,0,0.431,0,0,0.018,0.3222,0,5.032,0.487,0,0,0.703,0.000,0.000,0.000,0.000
7.0,3.456,-0.023,-4.803,0.197,0.077,2,14,0,0.420,0,0,0.051,0.1995,0,-1.622,2.594,-4.867,0.133,0.043,2,14,0,0.440,0,0,0.041,0.1515,0,-1.443,-2.450,-4.908,0.092,0.064,2,14,0,0.426,0,0,0.034,0.3222,0,5.047,0.458,0,0,0.440,-0.000,0.022,-0.000,0.114
8.0,3.532,0.163,-4.939,0.061,0.441,2,14,0,0.422,0,0,0.065,0.2126,0,-1.585,2.830,-4.869,0.131,0.408,2,14,0,0.442,0,0,0.026,0.1918,0,-1.531,-2.127,-4.905,0.095,0.361,2,14,0,0.434,0,0,0.073,0.3222,0,4.957,0.550,0,0,0.442,-0.004,0.286,-0.012,0.414
9.0,3.448,0.746,-4.892,0.108,0.713,2,14,0,0.431,0,0,0.012,0.3025,0,-1.619,3.434,-4.973,0.027,0.661,2,14,0,0.435,0,0,0.052,0.2722,0,-1.514,-1.635,-4.836,0.164,0.712,2,14,0,0.434,0,0,0.017,0.3222,0,5.071,0.495,0,0,0.435,-0.036,0.849,-0.061,0.711
10.0,3.428,1.588,-4.933,0.067,1.095,2,14,0,0.424,0,0,0.101,0.4156,0,-1.690,4.212,-4.970,0.030,1.026,2,14,0,0.438,0,0,0.069,0.4252,0,-1.575,-0.775,-4.943,0.057,1.063,2,14,0,0.673,0,0,0.049,0.3827,0,4.989,0.587,0,0,0.673,-0.146,1.705,-0.173,0.999
11.0,3.060,2.814,-4.943,0.057,1.291,2,14,0,0.424,0,0,0.068,0.4393,0,-2.025,5.376,-4.958,0.042,1.349,2,14,0,0.439,0,0,0.008,0.4663,0,-1.861,0.389,-4.927,0.073,1.294,2,14,0,0.435,0,0,0.032,0.4926,0,4.990,0.472,0,0,0.439,-0.411,2.838,-0.373,1.260
12.0,2.536,4.165,-4.984,0.016,1.457,2,14,0,0.432,0,0,0.078,0.5180,0,-2.484,6.741,-4.953,0.047,1.532,2,14,0,0.496,0,0,0.046,0.5463,0,-2.365,1.797,-4.986,0.014,1.513,2,14,0,0.498,0,0,0.083,0.5231,0,4.945,0.455,0,0,0.498,-0.919,4.187,-0.628,1.362
13.0,1.819,5.416,-4.947,0.053,1.508,2,14,0,0.511,0,0,0.021,0.5180,0,-3.261,8.031,-4.973,0.027,1.489,2,14,0,0.438,0,0,0.007,0.5463,0,-3.103,3.061,-4.937,0.063,1.483,2,14,0,0.434,0,0,0.037,0.5231,0,4.973,0.472,0,0,0.511,-1.646,5.497,-0.825,1.253
14.0,0.978,6.588,-5.002,-0.002,1.559,2,14,0,0.420,0,0,0.049,0.5238,0,-4.217,9.282,-4.981,0.019,1.464,2,14,0,0.442,0,0,0.074,0.5463,0,-4.047,4.264,-4.973,0.027,1.452,2,14,0,0.449,0,0,0.051,0.5231,0,5.021,0.548,0,0,0.449,-2.562,6.684,-1.003,1.116
15.0,-0.191,7.664,-4.982,0.018,1.538,2,14,0,0.423,0,0,0.044,0.5238,0,-5.349,10.343,-4.961,0.039,1.382,2,14,0,0.439,0,0,0.138,0.5463,0,-5.109,5.292,-5.009,-0.009,1.517,2,14,0,0.439,0,0,0.040,0.5242,0,5.057,0.457,0,0,0.439,-3.644,7.720,-1.158,0.953
16.0,-1.440,8.509,-5.026,-0.026,1.460,2,14,0,0.416,0,0,0.057,0.5238,0,-6.520,11.142,-4.915,0.085,1.456,2,14,0,0.616,0,0,0.043,0.5463,0,-6.354,6.117,-4.996,0.004,1.527,2,14,0,0.429,0,0,0.011,0.5242,0,5.028,0.435,0,0,0.616,-4.869,8.583,-1.287,0.770
17.0,-2.788,9.202,-5.035,-0.035,1.426,2,14,0,0.420,0,0,0.073,0.5238,0,-7.913,11.775,-4.995,0.005,1.394,2,14,0,0.444,0,0,0.104,0.5463,0,-7.768,6.821,-4.997,0.003,1.425,2,14,0,0.420,0,0,0.092,0.5242,0,4.955,0.425,0,0,0.444,-6.209,9.254,-1.388,0.569
18.0,-4.213,9.629,-5.047,-0.047,1.458,2,14,0,0.416,0,0,0.062,0.5238,0,-9.290,12.224,-5.006,-0.006,1.458,2,14,0,0.443,0,0,0.052,0.5463,0,-9.189,7.259,-5.021,-0.021,1.396,2,14,0,0.429,0,0,0.074,0.5242,0,4.966,0.430,0,0,0.443,-7.635,9.716,-1.457,0.355
19.0,-5.630,9.856,-5.032,-0.032,1.479,2,14,0,0.422,0,0,0.019,0.5238,0,-10.753,12.491,-5.020,-0.020,1.470,2,14,0,0.596,0,0,0.040,0.5463,0,-10.596,7.500,-4.997,0.003,1.521,2,14,0,0.427,0,0,0.010,0.5242,0,4.993,0.494,0,0,0.596,-9.113,9.961,-1.494,0.133
20.0,-7.142,9.889,-4.944,0.056,1.501,2,14,0,0.416,0,0,0.015,0.5238,0,-12.278,12.502,-4.970,0.030,1.466,2,14,0,0.435,0,0,0.067,0.5463,0,-12.163,7.522,-4.958,0.042,1.423,2,14,0,0.438,0,0,0.081,0.5242,0,4.981,0.479,0,0,0.438,-10.612,9.981,-1.497,-0.092
21.0,-8.644,9.684,-4.963,0.037,1.471,2,14,0,0.420,0,0,0.045,0.5238,0,-13.720,12.273,-5.034,-0.034,1.460,2,14,0,0.443,0,0,0.041,0.5463,0,-13.577,7.277,-4.934,0.066,1.503,2,14,0,0.426,0,0,0.041,0.5242,0,4.999,0.461,0,0,0.443,-12.096,9.778,-1.467,-0.314
22.0,-10.061,9.243,-5.024,-0.024,1.456,2,14,0,0.422,0,0,0.029,0.5238,0,-15.131,11.885,-4.969,0.031,1.503,2,14,0,0.543,0,0,0.009,0.5463,0,-14.965,6.906,-4.943,0.057,1.544,2,14,0,0.437,0,0,0.041,0.5283,0,4.982,0.486,0,0,0.543,-13.534,9.355,-1.403,-0.530
23.0,-11.424,8.626,-4.931,0.069,1.483,2,14,0,0.422,0,0,0.030,0.5238,0,-16.497,11.285,-5.035,-0.035,1.547,2,14,0,0.441,0,0,0.033,0.5463,0,-16.319,6.289,-5.012,-0.012,1.560,2,14,0,0.428,0,0,0.052,0.5283,0,4.999,0.478,0,0,0.441,-14.892,8.722,-1.308,-0.734
24.0,-12.709,7.804,-4.937,0.063,1.465,2,14,0,0.427,0,0,0.052,0.5238,0,-17.715,10.411,-4.985,0.015,1.540,2,14,0,0.437,0,0,0.036,0.5463,0,-17.596,5.455,-5.040,-0.040,1.578,2,14,0,0.436,0,0,0.030,0.5283,0,4.957,0.441,0,0,0.437,-16.141,7.893,-1.184,-0.921
25.0,-13.726,6.781,-5.029,-0.029,1.482,2,14,0,0.421,0,0,0.044,0.5292,0,-18.852,9.408,-4.969,0.031,1.519,2,14,0,0.440,0,0,0.013,0.5463,0,-18.750,4.410,-4.986,0.014,1.527,2,14,0,0.438,0,0,0.029,0.5283,0,4.999,0.535,0,0,0.440,-17.251,6.886,-1.033,-1.088
26.0,-14.700,5.619,-5.023,-0.023,1.544,2,14,0,0.423,0,0,0.027,0.5292,0,-19.752,8.252,-5.017,-0.017,1.532,2,14,0,0.441,0,0,0.054,0.5463,0,-19.680,3.241,-5.001,-0.001,1.493,2,14,0,0.434,0,0,0.026,0.5283,0,5.011,0.510,0,0,0.441,-18.199,5.725,-0.859,-1.230
27.0,-15.475,4.306,-4.974,0.026,1.452,2,14,0,0.421,0,0,0.058,0.5292,0,-20.541,6.985,-4.936,0.064,1.583,2,14,0,0.447,0,0,0.039,0.5463,0,-20.398,1.952,-5.020,-0.020,1.542,2,14,0,0.425,0,0,0.048,0.5283,0,5.035,0.504,0,0,0.447,-18.962,4.436,-0.665,-1.344
28.0,-15.987,2.952,-4.970,0.030,1.557,2,14,0,0.419,0,0,0.058,0.5292,0,-21.117,5.540,-4.941,0.059,1.493,2,14,0,0.448,0,0,0.047,0.5463,0,-20.988,0.631,-4.973,0.027,1.557,2,14,0,0.429,0,0,0.044,0.5298,0,4.911,0.545,0,0,0.448,-19.525,3.047,-0.457,-1.429
29.0,-16.396,1.509,-5.015,-0.015,1.516,2,14,0,0.485,0,0,0.003,0.5292,0,-21.446,4.046,-4.970,0.030,1.428,2,14,0,0.438,0,0,0.085,0.5463,0,-21.308,-0.850,-5.004,-0.004,1.562,2,14,0,0.430,0,0,0.044,0.5298,0,4.899,0.484,0,0,0.485,-19.873,1.589,-0.238,-1.481
30.0,-16.499,-0.002,-4.974,0.026,1.480,2,14,0,0.417,0,0,0.028,0.5292,0,-21.564,2.670,-5.011,-0.011,1.520,2,14,0,0.442,0,0,0.054,0.5463,0,-21.394,-2.369,-4.938,0.062,1.484,2,14,0,0.428,0,0,0.084,0.5298,0,5.042,0.510,0,0,0.442,-20.000,0.096,-0.014,-1.500
31.0,-16.439,-1.465,-5.016,-0.016,1.553,2,14,0,0.419,0,0,0.014,0.5292,0,-21.428,1.145,-5.021,-0.021,1.536,2,14,0,0.438,0,0,0.082,0.5463,0,-21.400,-3.877,-4.977,0.023,1.513,2,14,0,0.518,0,0,0.028,0.5298,0,5.022,0.468,0,0,0.518,-19.902,-1.399,0.210,-1.485
32.0,-16.067,-2.922,-5.018,-0.018,1.518,2,14,0,0.419,0,0,0.044,0.5292,0,-21.149,-0.307,-4.974,0.026,1.497,2,14,0,0.433,0,0,0.042,0.5463,0,-21.040,-5.364,-4.997,0.003,1.481,2,14,0,0.789,0,0,0.048,0.5298,0,5.059,0.518,0,0,0.789,-19.581,-2.863,0.430,-1.437
33.0,-15.491,-4.301,-4.976,0.024,1.524,2,14,0,0.429,0,0,0.091,0.5292,0,-20.613,-1.724,-4.979,0.021,1.494,2,14,0,0.488,0,0,0.039,0.5463,0,-20.515,-6.727,-5.014,-0.014,1.485,2,14,0,0.436,0,0,0.007,0.5298,0,5.005,0.556,0,0,0.488,-19.046,-4.263,0.639,-1.357
34.0,-14.787,-5.618,-4.992,0.008,1.504,2,14,0,0.424,0,0,0.054,0.5292,0,-19.839,-3.018,-5.018,-0.018,1.463,2,14,0,0.442,0,0,0.076,0.5463,0,-19.768,-7.998,-5.028,-0.028,1.551,2,14,0,0.452,0,0,0.034,0.5298,0,4.980,0.522,0,0,0.452,-18.307,-5.567,0.835,-1.246
35.0,-13.816,-6.808,-5.017,-0.017,1.469,2,14,0,0.419,0,0,0.100,0.5292,0,-18.969,-4.197,-5.037,-0.037,1.518,2,14,0,0.442,0,0,0.029,0.5463,0,-18.800,-9.231,-5.001,-0.001,1.464,2,14,0,0.439,0,0,0.069,0.5298,0,5.038,0.569,0,0,0.442,-17.382,-6.746,1.012,-1.107
36.0,-12.746,-7.829,-5.026,-0.026,1.520,2,14,0,0.428,0,0,0.075,0.5292,0,-17.888,-5.223,-4.958,0.042,1.512,2,14,0,0.435,0,0,0.017,0.5463,0,-17.715,-10.232,-5.038,-0.038,1.458,2,14,0,0.436,0,0,0.059,0.5298,0,5.013,0.547,0,0,0.436,-16.291,-7.773,1.166,-0.944
37.0,-11.613,-8.735,-5.017,-0.017,1.505,2,14,0,0.430,0,0,0.036,0.5292,0,-16.676,-6.057,-5.025,-0.025,1.538,2,14,0,0.441,0,0,0.042,0.5463,0,-16.548,-11.082,-5.011,-0.011,1.503,2,14,0,0.443,0,0,0.008,0.5298,0,5.027,0.459,0,0,0.443,-15.059,-8.626,1.294,-0.759
38.0,-10.241,-9.358,-5.022,-0.022,1.556,2,14,0,0.425,0,0,0.016,0.5310,0,-15.299,-6.704,-4.967,0.033,1.542,2,14,0,0.531,0,0,0.048,0.5463,0,-15.174,-11.727,-4.992,0.008,1.543,2,14,0,0.427,0,0,0.027,0.5298,0,5.025,0.477,0,0,0.531,-13.713,-9.285,1.393,-0.557
39.0,-8.787,-9.806,-5.063,-0.063,1.491,2,14,0,0.431,0,0,0.029,0.5310,0,-13.847,-7.143,-4.997,0.003,1.478,2,14,0,0.444,0,0,0.071,0.5463,0,-13.770,-12.189,-5.042,-0.042,1.508,2,14,0,0.440,0,0,0.009,0.5298,0,5.047,0.502,0,0,0.444,-12.284,-9.736,1.460,-0.343
40.0,-7.295,-10.079,-5.013,-0.013,1.504,2,14,0,0.424,0,0,0.042,0.5310,0,-12.394,-7.360,-5.017,-0.017,1.490,2,14,0,0.441,0,0,0.075,0.5463,0,-12.249,-12.427,-5.036,-0.036,1.454,2,14,0,0.431,0,0,0.038,0.5298,0,5.069,0.521,0,0,0.441,-10.803,-9.968,1.495,-0.120
41.0,-5.821,-10.048,-4.945,0.055,1.508,2,14,0,0.422,0,0,0.028,0.5310,0,-10.938,-7.428,-4.995,0.005,1.532,2,14,0,0.439,0,0,0.035,0.5463,0,-10.757,-12.402,-4.998,0.002,1.497,2,14,0,0.435,0,0,0.048,0.5298,0,4.977,0.488,0,0,0.439,-9.304,-9.976,1.496,0.104
42.0,-4.283,-9.810,-4.992,0.008,1.423,2,14,0,0.570,0,0,0.078,0.5310,0,-9.476,-7.212,-4.998,0.002,1.561,2,14,0,0.440,0,0,0.046,0.5463,0,-9.284,-12.165,-5.050,-0.050,1.426,2,14,0,0.428,0,0,0.064,0.5298,0,4.957,0.541,0,0,0.570,-7.821,-9.760,1.464,0.327
43.0,-2.944,-9.372,-4.986,0.014,1.527,2,14,0,0.440,0,0,0.051,0.5310,0,-7.959,-6.740,-5.000,-0.000,1.496,2,14,0,0.562,0,0,0.061,0.5463,0,-7.870,-11.750,-4.978,0.022,1.485,2,14,0,0.430,0,0,0.041,0.5298,0,5.012,0.446,0,0,0.562,-6.387,-9.325,1.399,0.542
44.0,-1.577,-8.740,-4.960,0.040,1.532,2,14,0,0.670,0,0,0.035,0.5310,0,-6.664,-6.083,-4.976,0.024,1.452,2,14,0,0.536,0,0,0.067,0.5463,0,-6.571,-11.108,-4.932,0.068,1.536,2,14,0,0.429,0,0,0.065,0.5298,0,5.025,0.461,0,0,0.670,-5.035,-8.680,1.302,0.745
45.0,-0.319,-7.903,-5.026,-0.026,1.535,2,14,0,0.432,0,0,0.037,0.5310,0,-5.433,-5.300,-4.952,0.048,1.540,2,14,0,0.439,0,0,0.033,0.5463,0,-5.282,-10.309,-4.999,0.001,1.500,2,14,0,0.432,0,0,0.006,0.5298,0,5.011,0.478,0,0,0.439,-3.793,-7.841,1.176,0.931
46.0,0.754,-6.884,-5.007,-0.007,1.490,2,14,0,0.425,0,0,0.046,0.5310,0,-4.316,-4.284,-5.059,-0.059,1.523,2,14,0,0.439,0,0,0.018,0.5463,0,-4.191,-9.301,-5.026,-0.026,1.533,2,14,0,0.458,0,0,0.021,0.5298,0,5.019,0.449,0,0,0.458,-2.691,-6.825,1.024,1.096
47.0,1.736,-5.738,-5.003,-0.003,1.491,2,14,0,0.420,0,0,0.019,0.5310,0,-3.382,-3.128,-5.012,-0.012,1.535,2,14,0,0.527,0,0,0.029,0.5463,0,-3.232,-8.110,-4.985,0.015,1.535,2,14,0,0.435,0,0,0.014,0.5298,0,4.984,0.496,0,0,0.527,-1.753,-5.656,0.848,1.237
48.0,2.491,-4.448,-5.009,-0.009,1.515,2,14,0,0.432,0,0,0.017,0.5310,0,-2.642,-1.817,-5.017,-0.017,1.527,2,14,0,0.446,0,0,0.036,0.5463,0,-2.476,-6.858,-5.004,-0.004,1.508,2,14,0,0.436,0,0,0.030,0.5298,0,5.044,0.499,0,0,0.446,-1.001,-4.360,0.654,1.350
49.0,2.979,-3.065,-5.027,-0.027,1.541,2,14,0,0.458,0,0,0.045,0.5310,0,-2.078,-0.408,-4.945,0.055,1.525,2,14,0,0.436,0,0,0.032,0.5463,0,-1.915,-5.429,-4.985,0.015,1.544,2,14,0,0.422,0,0,0.013,0.5298,0,5.024,0.440,0,0,0.458,-0.450,-2.967,0.445,1.432
50.0,3.341,-1.604,-5.051,-0.051,1.535,2,14,0,0.432,0,0,0.024,0.5310,0,-1.710,1.035,-5.024,-0.024,1.519,2,14,0,0.439,0,0,0.012,0.5463,0,-1.603,-3.916,-5.034,-0.034,1.456,2,14,0,0.427,0,0,0.060,0.5298,0,4.953,0.466,0,0,0.439,-0.114,-1.506,0.226,1.483
